Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Label
245000,1.4,-2.38,-0.18,0.2,0.95,-0.06,Wrong
245222,0.92,-0.43,1.71,0.07,0.16,1,Wrong
245531,0.85,-1.04,1.77,-0.05,0.03,1.01,Wrong
245541,0.73,-1.53,1.34,0.1,0.41,0.91,Correct
245646,0.73,-0.67,1.59,0.03,0.97,0.17,Correct
245737,1.04,-0.67,1.65,0.21,0.2,0.96,Correct
246000,0.55,-0.55,1.53,0.21,0.95,-0.06,Wrong
246222,1.04,-0.98,1.77,0.05,0.16,1,Wrong
246531,0.98,-1.1,1.89,-0.05,0.03,1.01,Wrong
246541,1.4,-1.83,1.1,0.09,0.4,0.91,Correct
246646,0.55,-0.79,1.53,0.03,0.97,0.17,Correct
246737,0.92,-1.04,1.89,0.2,0.2,0.96,Correct
247000,1.16,0.12,1.65,0.2,0.95,-0.07,Wrong
247222,0.61,-0.85,1.53,0.07,0.16,1,Wrong
247531,0.73,-0.67,1.77,-0.05,0.03,1.01,Wrong
247541,1.83,1.53,0.79,0.09,0.39,0.9,Correct
247646,0.79,-0.67,1.46,0.03,0.97,0.17,Correct
247737,0.98,-1.04,1.59,0.21,0.2,0.96,Correct
248000,1.53,-1.71,0.49,0.2,0.96,-0.07,Wrong
248222,0.85,-0.67,1.53,0.07,0.16,0.99,Wrong
248531,0.67,0.24,-1.28,-0.07,0.05,1.01,Wrong
248541,2.5,2.08,-0.18,0.16,0.38,0.91,Correct
248646,0.61,-0.92,1.4,0.03,0.97,0.17,Correct
248737,1.1,0.67,2.38,0.2,0.2,0.96,Correct
249000,0.18,-2.32,0.06,0.19,0.96,-0.08,Wrong
249222,0.85,-0.73,1.46,0.07,0.16,1,Wrong
249531,-0.43,-3.3,-3.6,-0.04,0.06,1.02,Wrong
249541,-1.89,-13.18,-1.71,0.22,0.4,0.87,Correct
249646,0.85,-0.79,1.34,0.03,0.97,0.17,Correct
249737,0.49,1.65,1.83,0.21,0.2,0.96,Correct
250000,0.67,-1.28,1.04,0.22,0.95,-0.06,Wrong
250222,0.79,-0.61,1.59,0.07,0.15,1,Wrong
250531,-3.23,4.09,6.84,0.06,0.1,1,Wrong
250541,0.73,-2.2,0.06,0.12,0.39,0.92,Correct
250646,0.79,-0.67,1.4,0.03,0.97,0.17,Correct
250737,0.55,9.16,6.1,0.31,0.21,0.93,Correct
251000,-0.73,-0.73,1.53,0.2,0.96,-0.07,Wrong
251222,0.85,-0.79,1.65,0.07,0.16,1,Wrong
251531,-5.49,4.39,12.39,0.06,0.23,0.94,Wrong
251541,0.98,-1.46,0.49,0.12,0.39,0.91,Correct
251646,0.67,-0.73,1.46,0.03,0.97,0.17,Correct
251737,2.56,3.54,5.13,0.36,0.19,0.92,Correct
252000,0.98,-0.79,1.1,0.19,0.95,-0.08,Wrong
252222,0.67,-0.67,1.59,0.07,0.15,1,Wrong
252531,1.34,-5.43,5.8,0.12,0.33,0.93,Wrong
252541,1.16,0.06,1.16,0.15,0.38,0.93,Correct
252646,0.85,-0.92,1.59,0.03,0.97,0.17,Correct
252737,1.4,0.92,1.1,0.4,0.22,0.87,Correct
253000,0.61,-0.67,1.89,0.21,0.95,-0.08,Wrong
253222,0.85,-0.61,1.46,0.07,0.16,1,Wrong
253531,-0.73,0.43,2.62,-0.05,0.35,0.94,Wrong
253541,0.43,-0.98,1.83,0.12,0.4,0.91,Correct
253646,0.55,-0.55,1.65,0.03,0.97,0.17,Correct
253737,-2.38,-4.64,-4.15,0.39,0.21,0.9,Correct
254000,0.61,-0.43,1.53,0.2,0.96,-0.08,Wrong
254222,0.67,-0.55,1.46,0.07,0.16,0.99,Wrong
254531,2.01,-2.99,-0.37,0,0.35,0.95,Wrong
254541,0.85,-0.43,2.01,0.12,0.4,0.9,Correct
254646,0.55,-0.79,1.65,0.03,0.97,0.17,Correct
254737,1.65,-0.12,4.33,0.31,0.23,0.91,Correct
255000,0.92,-0.37,1.71,0.21,0.95,-0.08,Wrong
255222,0.67,-0.55,1.71,0.07,0.15,0.99,Wrong
255531,-0.06,0,2.26,-0.03,0.36,0.94,Wrong
255541,0.79,-0.92,1.4,0.12,0.4,0.91,Correct
255646,0.67,-0.67,1.59,0.03,0.97,0.17,Correct
255737,-0.61,8.42,-4.03,0.31,0.34,0.94,Correct
256000,0.43,-0.12,1.83,0.19,0.96,-0.08,Wrong
256222,0.98,-0.79,1.71,0.07,0.16,0.99,Wrong
256531,3.3,-2.38,-0.67,-0.02,0.37,0.95,Wrong
256541,0.85,-0.79,1.46,0.12,0.4,0.91,Correct
256646,0.92,-0.85,1.46,0.03,0.97,0.17,Correct
256737,0.61,4.94,3.23,0.27,0.28,0.93,Correct
257000,0.85,-0.37,1.28,0.19,0.96,-0.08,Wrong
257222,0.73,-0.79,1.46,0.07,0.15,0.99,Wrong
257531,-9.52,2.87,-5.25,-0.01,0.19,0.87,Wrong
257541,0.73,-0.92,1.4,0.12,0.4,0.91,Correct
257646,0.61,-0.85,1.65,0.03,0.97,0.17,Correct
257737,1.22,3.17,0.92,0.37,0.24,0.89,Correct
258000,0.55,-0.31,1.59,0.2,0.96,-0.08,Wrong
258222,0.85,-0.67,1.46,0.07,0.15,1,Wrong
258531,-2.99,-7.02,-4.15,0.03,0.6,0.88,Wrong
258541,0.85,-0.67,1.59,0.12,0.4,0.91,Correct
258646,0.73,-1.04,1.59,0.03,0.97,0.17,Correct
258737,9.77,16.3,1.28,0.44,0.14,0.84,Correct
259000,1.04,-1.04,1.16,0.18,0.96,-0.09,Wrong
259222,0,1.04,1.89,0.08,0.16,0.99,Wrong
259531,0.67,0.43,-1.46,0.02,0.56,0.93,Wrong
259541,0.73,-0.73,1.34,0.12,0.4,0.91,Correct
259646,0.67,-0.55,1.65,0.03,0.97,0.17,Correct
259737,1.1,-1.22,1.71,0.35,0.37,1.09,Correct
260000,1.04,-0.92,1.59,0.18,0.96,-0.09,Wrong
260222,1.34,-1.89,1.16,0.08,0.16,0.99,Wrong
260531,-0.92,-3.36,1.1,0.03,0.48,0.87,Wrong
260541,0.92,-0.92,1.4,0.12,0.4,0.91,Correct
260646,0.55,-0.79,1.4,0.03,0.97,0.16,Correct
260737,-4.15,-8.24,-7.51,0.33,0.23,0.94,Correct
261000,0.85,-0.55,1.4,0.18,0.96,-0.09,Wrong
261222,0.79,-0.73,1.53,0.08,0.16,0.99,Wrong
261531,1.28,-3.54,-0.43,-0.01,0.58,0.86,Wrong
261541,0.67,-0.73,1.4,0.12,0.4,0.91,Correct
261646,0.79,-1.22,1.34,0.03,0.97,0.16,Correct
261737,0.43,-4.39,0.79,0.37,0.21,0.91,Correct
262000,1.22,-1.34,0.98,0.17,0.95,-0.09,Wrong
262222,0.79,-0.85,1.53,0.08,0.16,0.99,Wrong
262531,0.24,12.27,10.86,0.07,0.55,0.84,Wrong
262541,0.85,-0.92,1.46,0.12,0.4,0.91,Correct
262646,0.67,-0.79,1.34,0.03,0.97,0.16,Correct
262737,3.78,1.89,8.48,0.32,0.23,0.9,Correct
263000,0.92,-0.85,1.53,0.18,0.96,-0.09,Wrong
263222,0.92,-0.73,1.59,0.08,0.16,0.99,Wrong
263531,0.55,-7.2,-2.81,-0.07,0.58,0.83,Wrong
263541,0.85,-0.67,1.34,0.12,0.4,0.91,Correct
263646,0.79,-0.79,1.46,0.03,0.97,0.16,Correct
263737,0.73,-2.2,0.98,0.32,0.22,0.92,Correct
264000,0.85,-0.31,1.46,0.18,0.95,-0.08,Wrong
264222,0.85,-0.85,1.34,0.08,0.16,0.99,Wrong
264531,6.1,-2.62,-1.28,0.05,0.55,0.85,Wrong
264541,0.73,-0.92,1.53,0.12,0.4,0.91,Correct
264646,0.79,-0.49,1.53,0.03,0.97,0.16,Correct
264737,0.67,-1.04,1.71,0.31,0.22,0.93,Correct
265000,-3.54,1.28,1.65,0.2,0.96,-0.1,Wrong
265222,0.85,-0.61,1.59,0.09,0.17,0.99,Wrong
265531,1.4,-1.59,-1.34,-0.07,0.52,0.85,Wrong
265541,0.85,-0.61,1.4,0.12,0.4,0.91,Correct
265646,0.67,-0.73,1.53,0.03,0.97,0.16,Correct
265737,1.04,0.12,1.83,0.33,0.22,0.92,Correct
266000,0.31,-3.72,-0.98,0.24,0.95,-0.12,Wrong
266222,0.61,-0.73,1.83,0.1,0.16,0.99,Wrong
266531,1.4,-3.91,-1.34,-0.09,0.51,0.85,Wrong
266541,0.85,-0.79,1.53,0.12,0.4,0.91,Correct
266646,0.73,-0.79,1.4,0.03,0.97,0.16,Correct
266737,1.04,-1.53,1.4,0.32,0.22,0.92,Correct
267000,2.69,-4.76,2.62,0.23,0.96,-0.09,Wrong
267222,1.1,-0.79,1.4,0.09,0.16,0.99,Wrong
267531,1.83,-1.34,0.12,-0.06,0.52,0.85,Wrong
267541,0.92,-0.61,1.53,0.12,0.4,0.91,Correct
267646,0.43,-0.37,1.22,0.03,0.97,0.16,Correct
267737,0.92,-0.92,1.53,0.3,0.21,0.93,Correct
268000,-4.46,1.4,1.28,0.21,0.93,-0.03,Wrong
268222,0.92,-0.98,1.59,0.08,0.16,0.99,Wrong
268531,-0.24,-0.73,0.79,-0.04,0.52,0.86,Wrong
268541,0.79,-0.49,1.34,0.12,0.4,0.91,Correct
268646,0.43,-0.31,1.53,0.03,0.97,0.16,Correct
268737,0.79,-1.28,1.71,0.31,0.22,0.92,Correct
269000,1.46,1.16,4.03,0.25,0.93,-0.04,Wrong
269222,0.73,-0.61,1.83,0.08,0.16,0.99,Wrong
269531,0.31,-0.85,1.59,-0.06,0.54,0.83,Wrong
269541,0.92,-0.98,1.53,0.09,0.4,0.91,Correct
269646,0.92,-1.1,1.4,0.03,0.97,0.16,Correct
269737,1.04,-0.55,1.04,0.33,0.22,0.91,Correct
270000,1.95,-0.55,1.77,0.23,0.95,-0.05,Wrong
270222,0.79,-1.04,0.67,0.1,0.14,0.99,Wrong
270531,2.38,-1.1,0.73,-0.07,0.54,0.85,Wrong
270541,0.73,-1.28,1.83,0.12,0.4,0.91,Correct
270646,0.43,-0.79,1.4,0.03,0.97,0.16,Correct
270737,1.59,0,1.71,0.4,0.23,0.9,Correct
271000,3.78,-1.77,0.55,0.27,0.94,-0.02,Wrong
271222,0.24,0.55,0.92,0.08,0.18,0.99,Wrong
271531,1.22,1.4,2.5,-0.06,0.54,0.84,Wrong
271541,1.34,6.71,5.13,0.13,0.39,0.91,Correct
271646,0.85,-0.37,1.46,0.03,0.97,0.16,Correct
271737,1.46,3.78,2.81,0.42,0.25,0.94,Correct
272000,2.2,-0.92,1.53,0.21,0.95,-0.01,Wrong
272222,0.73,-0.67,1.46,0.07,0.19,0.99,Wrong
272531,1.77,0.98,4.52,-0.08,0.54,0.84,Wrong
272541,0.98,-1.16,1.53,0.14,0.4,0.9,Correct
272646,0.67,-0.98,1.46,0.03,0.97,0.16,Correct
272737,1.46,5.07,2.87,0.43,0.27,0.88,Correct
273000,1.46,-2.69,-1.4,0.22,0.96,0.02,Wrong
273222,0.85,-0.61,1.65,0.07,0.19,0.99,Wrong
273531,0.55,0.85,0.37,-0.05,0.52,0.86,Wrong
273541,0.85,-1.04,1.28,0.13,0.4,0.91,Correct
273646,0.79,-0.67,1.53,0.03,0.97,0.16,Correct
273737,4.15,3.48,2.62,0.38,0.27,0.86,Correct
274000,0,-3.85,0.24,0.27,0.94,0.02,Wrong
274222,0.67,-0.73,1.46,0.07,0.19,0.99,Wrong
274531,2.14,4.09,2.56,-0.05,0.54,0.86,Wrong
274541,0.61,-0.73,1.22,0.13,0.4,0.91,Correct
274646,0.55,-0.85,1.53,0.03,0.97,0.16,Correct
274737,-0.12,-9.7,-0.55,0.36,0.23,0.94,Correct
275000,2.14,-0.06,1.65,0.25,0.94,0.02,Wrong
275222,0.79,-0.92,1.46,0.07,0.19,0.99,Wrong
275531,-1.65,2.99,3.6,-0.04,0.52,0.86,Wrong
275541,0.67,-1.22,1.4,0.13,0.4,0.91,Correct
275646,1.1,-0.55,1.71,0.03,0.97,0.16,Correct
275737,1.46,1.65,5.62,0.41,0.22,0.87,Correct
276000,2.38,-0.18,3.3,0.28,0.95,0.05,Wrong
276222,0.67,-0.92,1.59,0.07,0.19,0.99,Wrong
276531,0.61,-0.43,2.2,-0.05,0.52,0.86,Wrong
276541,0.85,-0.55,1.59,0.13,0.4,0.91,Correct
276646,0.85,-0.31,1.53,0.03,0.97,0.16,Correct
276737,3.23,2.44,4.03,0.39,0.37,0.82,Correct
277000,0.43,-1.77,1.34,0.26,0.94,0.05,Wrong
277222,0.92,-0.55,1.46,0.07,0.19,0.99,Wrong
277531,1.34,-0.98,1.28,-0.05,0.54,0.86,Wrong
277541,0.79,-0.67,1.46,0.13,0.4,0.91,Correct
277646,0.55,-0.67,1.53,0.03,0.97,0.16,Correct
277737,0.98,12.15,5.98,0.5,0.28,0.83,Correct
278000,-1.16,-1.1,2.01,0.16,0.95,-0.02,Wrong
278222,0.67,-0.67,1.59,0.07,0.19,0.99,Wrong
278531,4.94,-0.98,1.53,-0.05,0.54,0.86,Wrong
278541,0.98,-0.55,1.53,0.13,0.4,0.9,Correct
278646,0.61,-0.43,1.95,0.03,0.97,0.16,Correct
278737,-8.3,-27.89,2.93,0.51,0.13,0.84,Correct
279000,3.23,-1.89,-1.83,0.26,0.96,0,Wrong
279222,0.67,-0.67,1.59,0.07,0.19,0.99,Wrong
279531,1.53,-0.92,3.05,-0.03,0.52,0.86,Wrong
279541,0.79,-0.67,1.4,0.13,0.4,0.91,Correct
279646,0.98,-1.1,1.34,0.03,0.97,0.16,Correct
279737,-0.06,-5.92,-0.98,0.44,0.17,0.88,Correct
280000,1.34,0.12,0.73,0.23,0.96,0.01,Wrong
280222,0.98,-0.85,1.34,0.07,0.19,0.99,Wrong
280531,-1.59,-3.97,0.06,-0.04,0.56,0.84,Wrong
280541,0.61,-2.62,-0.79,0.11,0.39,0.9,Correct
280646,0.85,-0.06,1.4,0.02,0.97,0.17,Correct
280737,0.92,-1.46,1.83,0.37,0.16,0.9,Correct
281000,0.92,-0.73,1.83,0.22,0.95,0.01,Wrong
281222,0.85,-0.73,1.4,0.07,0.19,0.99,Wrong
281531,2.26,-0.37,1.53,-0.02,0.55,0.84,Wrong
281541,1.04,-0.79,1.04,0.12,0.4,0.91,Correct
281646,0.85,-0.85,1.22,0.03,0.97,0.16,Correct
281737,-0.12,-2.38,-1.83,0.36,0.2,0.91,Correct
282000,0.73,-0.12,1.89,0.22,0.96,0.01,Wrong
282222,0.85,-0.67,1.59,0.07,0.19,0.99,Wrong
282531,1.22,-1.46,0.37,-0.02,0.54,0.85,Wrong
282541,1.16,-2.14,1.53,0.12,0.39,0.91,Correct
282646,0.92,-0.98,1.53,0.03,0.97,0.16,Correct
282737,1.16,-13.55,2.26,0.29,0.18,0.9,Correct
283000,1.59,-1.1,1.16,0.22,0.95,0.01,Wrong
283222,0.55,-0.67,1.46,0.07,0.19,0.99,Wrong
283531,0.12,-1.4,0.98,-0.02,0.55,0.81,Wrong
283541,0.85,-1.22,1.4,0.12,0.39,0.91,Correct
283646,0.73,-0.61,1.53,0.03,0.97,0.16,Correct
283737,0.79,-0.85,1.16,0.31,0.19,0.93,Correct
284000,0.24,0.55,1.4,0.22,0.96,0.01,Wrong
284222,0.73,-0.73,1.34,0.07,0.19,0.99,Wrong
284531,0.37,-4.39,0.31,-0.03,0.57,0.82,Wrong
284541,0.85,-0.55,1.46,0.13,0.39,0.91,Correct
284646,0.79,-0.92,1.46,0.03,0.97,0.16,Correct
284737,0.55,-0.49,1.59,0.31,0.18,0.93,Correct
285000,0.43,-0.67,1.4,0.22,0.95,0.02,Wrong
285222,0.73,-0.85,1.65,0.07,0.19,0.99,Wrong
285531,0.85,0.67,2.01,-0.03,0.57,0.82,Wrong
285541,0.85,-0.85,1.53,0.12,0.39,0.91,Correct
285646,0.79,-0.55,1.46,0.03,0.97,0.16,Correct
285737,1.1,-0.67,1.83,0.32,0.18,0.93,Correct
286000,-1.83,4.03,5.37,0.26,0.95,0.03,Wrong
286222,0.73,-0.85,1.46,0.07,0.19,0.99,Wrong
286531,-1.22,-0.24,4.21,-0.02,0.56,0.83,Wrong
286541,0.49,-0.55,1.59,0.13,0.39,0.91,Correct
286646,1.28,-0.85,1.71,0.03,0.97,0.16,Correct
286737,1.04,-0.55,2.01,0.32,0.19,0.93,Correct
287000,0.37,0.85,2.69,0.21,0.95,0.01,Wrong
287222,0.49,-0.73,1.53,0.07,0.19,0.99,Wrong
287531,1.04,-7.45,-1.95,-0.07,0.56,0.79,Wrong
287541,0.79,-0.55,1.28,0.12,0.39,0.91,Correct
287646,0.98,-0.61,1.53,0.03,0.97,0.16,Correct
287737,0.73,-1.04,1.65,0.32,0.18,0.93,Correct
288000,0.92,-0.49,1.71,0.22,0.95,0.01,Wrong
288222,0.92,-0.79,1.65,0.07,0.19,0.99,Wrong
288531,0.12,-0.49,0.98,-0.04,0.56,0.83,Wrong
288541,0.73,-1.1,1.34,0.13,0.39,0.91,Correct
288646,0.55,-0.92,1.65,0.03,0.97,0.16,Correct
288737,0.92,-2.38,2.08,0.34,0.2,0.92,Correct
289000,1.53,-1.28,1.22,0.2,0.95,0.01,Wrong
289222,0.73,-0.67,1.53,0.07,0.19,0.99,Wrong
289531,0.31,-0.18,2.14,-0.03,0.58,0.82,Wrong
289541,0.79,-0.06,1.59,0.12,0.39,0.91,Correct
289646,0.85,-0.61,1.4,0.03,0.97,0.16,Correct
289737,0.92,-0.18,2.38,0.33,0.18,0.93,Correct
290000,0.49,-1.16,1.53,0.2,0.96,0.02,Wrong
290222,0.73,-0.92,1.4,0.07,0.19,0.99,Wrong
290531,1.22,-1.16,0.49,-0.03,0.57,0.82,Wrong
290541,0.67,-0.12,1.65,0.12,0.39,0.91,Correct
290646,0.49,-0.67,1.53,0.03,0.97,0.16,Correct
290737,1.4,-0.92,2.75,0.33,0.2,0.92,Correct
291000,0.67,-0.92,1.4,0.22,0.96,0.02,Wrong
291222,0.85,-0.85,1.46,0.07,0.19,0.99,Wrong
291531,1.71,-2.26,1.4,-0.04,0.56,0.81,Wrong
291541,0.73,-0.18,1.71,0.12,0.39,0.91,Correct
291646,0.79,-0.67,1.65,0.03,0.97,0.16,Correct
291737,1.1,-1.22,2.38,0.33,0.2,0.92,Correct
292000,-2.01,-3.6,0.55,0.22,0.94,0.01,Wrong
292222,0.79,-0.85,1.4,0.07,0.19,0.99,Wrong
292531,0.12,-0.98,1.34,-0.08,0.59,0.82,Wrong
292541,0.85,-0.79,1.4,0.12,0.39,0.91,Correct
292646,0.73,-0.73,1.46,0.03,0.97,0.16,Correct
292737,0.79,0.37,1.46,0.33,0.19,0.92,Correct
293000,0.31,0.43,2.32,0.22,0.95,0.02,Wrong
293222,0.49,-0.92,1.4,0.07,0.19,0.99,Wrong
293531,1.34,-0.92,0.98,-0.05,0.57,0.82,Wrong
293541,1.1,-1.53,1.4,0.12,0.39,0.91,Correct
293646,0.92,-0.79,1.34,0.03,0.97,0.16,Correct
293737,0.61,-0.85,1.65,0.34,0.2,0.92,Correct
294000,1.34,-2.2,0.12,0.22,0.95,0.02,Wrong
294222,0.92,-0.85,1.46,0.07,0.19,0.99,Wrong
294531,0.85,-0.73,0.92,-0.05,0.58,0.82,Wrong
294541,0.98,-1.4,1.46,0.12,0.39,0.91,Correct
294646,0.67,-0.79,1.59,0.03,0.97,0.16,Correct
294737,0.61,-0.06,1.65,0.34,0.19,0.92,Correct
295000,1.65,-1.4,1.16,0.23,0.95,0.04,Wrong
295222,0.79,-0.92,1.46,0.07,0.19,0.99,Wrong
295531,0.43,-0.49,3.72,-0.03,0.57,0.81,Wrong
295541,0.43,-0.12,1.65,0.13,0.39,0.92,Correct
295646,0.73,-0.79,1.28,0.03,0.97,0.16,Correct
295737,1.04,-1.22,1.95,0.33,0.2,0.92,Correct
296000,0,0.92,3.3,0.23,0.95,0.03,Wrong
296222,0.67,-0.85,1.28,0.07,0.19,0.99,Wrong
296531,-0.06,1.1,2.44,-0.06,0.58,0.83,Wrong
296541,0.85,-0.67,1.4,0.12,0.39,0.91,Correct
296646,0.61,-0.92,1.46,0.03,0.97,0.16,Correct
296737,0.79,-0.43,1.59,0.33,0.19,0.93,Correct
297000,0.79,-0.24,1.71,0.23,0.94,0.04,Wrong
297222,0.55,-0.61,1.46,0.07,0.19,0.99,Wrong
297531,2.5,-1.1,2.69,-0.05,0.58,0.81,Wrong
297541,0.67,-0.49,1.53,0.12,0.39,0.91,Correct
297646,0.79,-0.73,1.34,0.03,0.97,0.15,Correct
297737,0.98,-0.79,1.83,0.33,0.2,0.92,Correct
298000,1.34,-0.24,1.65,0.24,0.95,0.04,Wrong
298222,0.85,-0.85,1.59,0.07,0.19,0.99,Wrong
298531,1.1,-1.1,2.26,-0.05,0.58,0.8,Wrong
298541,0.61,-0.98,1.34,0.12,0.39,0.91,Correct
298646,1.22,-1.1,1.46,0.03,0.97,0.16,Correct
298737,0.92,-0.61,1.4,0.33,0.2,0.92,Correct
299000,-3.42,1.59,3.54,0.2,0.96,0.05,Wrong
299222,0.79,-0.85,1.59,0.07,0.19,0.99,Wrong
299531,1.22,-1.16,1.65,-0.05,0.59,0.8,Wrong
299541,0.98,-0.92,1.28,0.12,0.39,0.91,Correct
299646,0.67,-0.49,1.59,0.03,0.97,0.16,Correct
299737,1.77,-0.31,2.99,0.31,0.2,0.92,Correct
300000,2.2,-0.12,2.56,0.23,0.96,0.04,Wrong
300222,0.73,-0.61,1.53,0.07,0.19,0.99,Wrong
300531,0.37,-1.53,0.92,-0.05,0.6,0.81,Wrong
300541,0.79,-0.61,1.65,0.12,0.39,0.91,Correct
300646,1.04,-0.67,1.53,0.03,0.97,0.16,Correct
300737,-0.31,5,2.38,0.4,0.18,0.93,Correct
301000,0.43,-1.59,0.61,0.21,0.96,0.02,Wrong
301222,0.79,-0.92,1.65,0.07,0.19,0.99,Wrong
301531,0.12,-2.69,1.53,-0.04,0.59,0.8,Wrong
301541,0.79,-0.67,1.65,0.13,0.39,0.91,Correct
301646,0.73,-0.73,1.53,0.03,0.97,0.16,Correct
301737,5.55,3.97,4.09,0.36,0.2,0.9,Correct
302000,1.1,-0.31,2.14,0.22,0.96,0.04,Wrong
302222,0.92,-0.85,1.4,0.07,0.19,0.99,Wrong
302531,1.16,2.01,2.56,-0.03,0.59,0.8,Wrong
302541,0.79,-0.73,1.59,0.12,0.39,0.91,Correct
302646,0.98,-0.92,1.65,0.03,0.97,0.16,Correct
302737,1.4,-3.23,0.98,0.33,0.18,0.92,Correct
303000,1.28,-0.43,1.22,0.21,0.96,0.04,Wrong
303222,0.98,-0.79,1.53,0.07,0.19,0.99,Wrong
303531,0.12,-0.67,1.83,-0.05,0.6,0.81,Wrong
303541,0.79,-0.55,1.71,0.12,0.39,0.91,Correct
303646,0.73,-0.73,1.46,0.03,0.97,0.16,Correct
303737,1.53,-1.22,2.62,0.32,0.18,0.93,Correct
304000,1.65,-0.12,1.89,0.21,0.95,0.04,Wrong
304222,0.85,-0.73,1.53,0.07,0.19,0.99,Wrong
304531,0.85,-0.12,2.38,-0.04,0.59,0.8,Wrong
304541,0.73,-0.73,1.77,0.12,0.39,0.91,Correct
304646,0.61,-1.04,1.22,0.01,0.97,0.16,Correct
304737,-0.06,2.32,0.18,0.35,0.18,0.93,Correct
305000,0.92,-0.85,1.71,0.21,0.95,0.04,Wrong
305222,0.67,-0.79,1.46,0.07,0.19,0.99,Wrong
305531,1.04,0.98,1.89,-0.05,0.6,0.79,Wrong
305541,0.98,-0.55,1.59,0.12,0.39,0.91,Correct
305646,0.92,-0.43,1.34,0.03,0.97,0.14,Correct
305737,1.16,-0.18,2.26,0.33,0.18,0.93,Correct
306000,0.92,-1.53,1.04,0.21,0.95,0.04,Wrong
306222,0.73,-0.61,1.65,0.07,0.19,0.99,Wrong
306531,0.24,0.06,2.14,-0.04,0.59,0.8,Wrong
306541,0.85,-0.67,1.53,0.12,0.39,0.91,Correct
306646,0.12,-1.28,1.53,0.03,0.97,0.14,Correct
306737,-0.18,1.53,-0.24,0.35,0.19,0.9,Correct
307000,0.98,-0.67,1.59,0.21,0.95,0.04,Wrong
307222,0.67,-0.73,1.28,0.07,0.18,0.99,Wrong
307531,-1.22,-2.32,0.85,-0.03,0.59,0.8,Wrong
307541,0.79,-0.73,1.4,0.12,0.39,0.91,Correct
307646,0.85,-0.61,1.1,0.03,0.97,0.15,Correct
307737,1.4,0.98,2.5,0.32,0.17,0.93,Correct
308000,-0.12,-1.77,0.67,0.24,0.98,0.05,Wrong
308222,0.85,-0.92,1.46,0.07,0.19,0.99,Wrong
308531,4.46,0.24,2.69,-0.05,0.6,0.75,Wrong
308541,0.79,-0.98,1.28,0.12,0.39,0.91,Correct
308646,0.61,-0.67,1.4,0.03,0.97,0.14,Correct
308737,1.04,-0.12,1.95,0.33,0.17,0.92,Correct
309000,-4.94,-4.33,-2.69,0.26,0.94,-0.01,Wrong
309222,0.67,-1.1,1.28,0.07,0.18,0.99,Wrong
309531,0.61,-1.77,1.83,-0.07,0.61,0.78,Wrong
309541,0.79,-0.67,1.46,0.12,0.39,0.91,Correct
309646,0.49,-15.5,1.4,0.03,0.97,0.14,Correct
309737,0.85,-0.43,1.59,0.33,0.18,0.92,Correct
310000,0.98,-3.11,1.28,0.36,0.9,-0.15,Wrong
310222,0.31,-0.37,1.34,0.07,0.18,0.99,Wrong
310531,0.73,-1.65,0.12,-0.08,0.61,0.78,Wrong
310541,0.79,-0.67,1.4,0.12,0.39,0.91,Correct
310646,0.37,8.48,2.62,0.05,0.96,0.19,Correct
310737,0,0.49,1.71,0.38,0.18,0.88,Correct
311000,-0.18,-2.69,-0.79,0.28,0.9,-0.03,Wrong
311222,0.73,-0.79,1.53,0.07,0.18,0.99,Wrong
311531,1.1,0.18,1.83,-0.07,0.62,0.78,Wrong
311541,0.73,-0.55,1.53,0.12,0.39,0.91,Correct
311646,4.15,9.22,1.77,0.15,0.95,0.06,Correct
311737,0.79,-1.04,2.01,0.34,0.18,0.92,Correct
312000,0.43,0.31,2.5,0.33,0.91,-0.06,Wrong
312222,0.61,-0.61,1.59,0.06,0.18,0.99,Wrong
312531,0.98,-0.49,1.28,-0.08,0.62,0.78,Wrong
312541,1.1,-0.98,1.46,0.12,0.39,0.91,Correct
312646,-12.21,23.99,-0.06,0.31,0.95,-0.03,Correct
312737,1.34,-1.04,3.17,0.33,0.18,0.91,Correct
313000,1.95,28.56,15.5,0.18,1.03,-0.02,Wrong
313222,0.61,-0.67,1.34,0.07,0.19,0.99,Wrong
313531,0.43,-2.75,1.1,-0.09,0.63,0.79,Wrong
313541,0.73,-0.98,1.34,0.12,0.39,0.91,Correct
313646,8.12,14.65,13.18,0.12,0.97,0.21,Correct
313737,0.55,-1.28,1.1,0.31,0.18,0.94,Correct
314000,-4.88,-2.99,2.93,0.19,0.99,0.07,Wrong
314222,0.98,-0.98,1.59,0.07,0.19,0.99,Wrong
314531,0.85,1.46,3.3,-0.08,0.62,0.79,Wrong
314541,0.79,-0.31,1.59,0.12,0.39,0.91,Correct
314646,-2.87,-2.5,2.75,-0.07,0.94,0.25,Correct
314737,1.4,-0.12,2.93,0.29,0.18,0.93,Correct
315000,-1.4,14.04,3.72,0.21,0.98,0.08,Wrong
315222,0.73,-0.55,1.59,0.07,0.19,0.99,Wrong
315531,2.14,-0.12,1.65,-0.08,0.61,0.79,Wrong
315541,0.92,-0.67,1.65,0.12,0.39,0.91,Correct
315646,-0.24,-15.63,-3.11,-0.1,0.96,0.2,Correct
315737,0.79,-0.37,1.28,0.3,0.18,0.93,Correct
316000,2.62,-9.95,1.04,0.09,0.95,0.14,Wrong
